# Program:featureCounts v1.6.3; Command:"/work/02260/grovesd/stampede2/subread-1.6.3-source/bin/featureCounts" "-a" "/work/02260/grovesd/lonestar/Amil_Zach_Fullers_v2.00/Amil.coding.gff3" "-t" "gene" "-g" "ID" "-o" "rnaseq_gene_counts_DEDUPPED.txt" "-T" "64" "--primary" "L5-S1_S216_dupsRemoved.bam" "L5-S2_S217_dupsRemoved.bam" "L5-S3_S218_dupsRemoved.bam" "L5-T1_S222_dupsRemoved.bam" "L5-T2_S223_dupsRemoved.bam" "L5-T3_S224_dupsRemoved.bam" "N12-S1_S219_dupsRemoved.bam" "N12-S2_S220_dupsRemoved.bam" "N12-S3_S221_dupsRemoved.bam" "N12-T1_S225_dupsRemoved.bam" "N12-T2_S226_dupsRemoved.bam" "N12-T3_S227_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	L5-S1_S216_dupsRemoved.bam	L5-S2_S217_dupsRemoved.bam	L5-S3_S218_dupsRemoved.bam	L5-T1_S222_dupsRemoved.bam	L5-T2_S223_dupsRemoved.bam	L5-T3_S224_dupsRemoved.bam	N12-S1_S219_dupsRemoved.bam	N12-S2_S220_dupsRemoved.bam	N12-S3_S221_dupsRemoved.bam	N12-T1_S225_dupsRemoved.bam	N12-T2_S226_dupsRemoved.bam	N12-T3_S227_dupsRemoved.bam
Amillepora05456	chr2	29039650	29042869	+	3220	9	7	5	5	7	8	3	2	7	6	5	5
Amillepora05459	chr2	29152038	29166834	-	14797	15	12	7	10	15	17	6	20	17	13	30	17
Amillepora05464	chr2	29238691	29243351	+	4661	17	6	10	10	16	8	19	11	14	19	10	18
Amillepora05467	chr2	29276178	29282717	+	6540	19	14	20	24	26	26	26	35	27	20	34	26
Amillepora05461	chr2	29207845	29215186	+	7342	77	59	66	86	70	83	59	66	53	53	64	65
Amillepora05463	chr2	29230344	29234875	-	4532	40	29	28	47	35	44	28	29	32	22	33	29
Amillepora05465	chr2	29243490	29267763	-	24274	208	132	136	174	209	224	134	171	139	169	182	173
Amillepora05462	chr2	29221323	29224874	-	3552	17	7	11	12	11	22	9	11	10	7	5	9
Amillepora05460	chr2	29189098	29190617	-	1520	3	5	2	3	2	6	1	0	2	2	4	1
Amillepora05473	chr2	29358346	29371198	+	12853	41	25	33	45	32	46	21	24	29	27	27	25
Amillepora05470	chr2	29313162	29323064	+	9903	4	6	4	7	4	4	4	5	8	5	3	10
Amillepora05472	chr2	29341957	29347821	+	5865	37	23	37	43	41	51	32	48	31	34	35	39
Amillepora05468	chr2	29287419	29292926	+	5508	41	39	56	53	66	81	45	61	48	52	60	54
Amillepora05469	chr2	29293754	29296529	-	2776	0	0	0	3	4	1	0	1	1	2	1	0
Amillepora05471	chr2	29326410	29338419	-	12010	93	80	82	117	108	101	104	92	67	105	92	80
Amillepora05477	chr2	29395552	29399109	+	3558	4	5	8	11	6	10	17	10	15	10	15	12
Amillepora05481	chr2	29433094	29434655	+	1562	19	16	9	17	22	29	33	27	21	29	23	22
Amillepora05479	chr2	29407095	29407631	+	537	0	1	1	0	0	0	1	0	0	0	0	0
Amillepora05478	chr2	29401893	29404269	+	2377	0	1	0	1	1	3	4	3	1	1	3	3
Amillepora05476	chr2	29390025	29395428	-	5404	37	20	27	26	36	38	19	20	20	28	18	21
Amillepora05480	chr2	29412107	29418481	-	6375	16	7	4	10	7	10	4	9	5	10	4	7
Amillepora05475	chr2	29378786	29381730	-	2945	3	4	1	3	2	3	0	0	1	1	1	0
Amillepora05474	chr2	29371647	29374911	-	3265	11	9	5	16	11	19	6	4	7	7	9	11
Amillepora05482	chr2	29449847	29454892	+	5046	5	1	7	8	9	9	1	3	2	5	2	7
Amillepora05484	chr2	29459360	29464792	+	5433	6	5	5	7	8	8	3	2	2	2	3	3
Amillepora05487	chr2	29494570	29501706	+	7137	15	20	15	18	22	18	12	14	17	15	16	14
Amillepora05488	chr2	29508640	29512311	+	3672	8	6	2	3	5	9	1	2	1	3	3	4
Amillepora05486	chr2	29478631	29491891	+	13261	45	37	35	42	46	58	6	11	9	10	6	9
Amillepora05490	chr2	29518447	29521937	+	3491	0	0	1	5	0	4	0	1	0	2	3	0
Amillepora05485	chr2	29468175	29473667	+	5493	1	1	3	1	3	2	4	4	8	6	5	3
Amillepora05483	chr2	29455996	29456706	+	711	0	1	0	1	1	0	1	0	1	1	0	0
Amillepora05492	chr2	29535206	29537208	-	2003	2	1	0	1	3	0	1	0	2	0	2	1
Amillepora05495	chr2	29548858	29549765	-	908	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora05494	chr2	29548026	29548832	-	807	0	1	0	0	0	0	0	1	0	0	1	0
Amillepora05502	chr2	29638443	29642166	-	3724	0	3	0	0	2	2	1	1	0	0	3	2
Amillepora05506	chr2	29682693	29683097	-	405	0	0	0	0	0	0	0	1	0	0	0	0
Amillepora05508	chr2	29687388	29688722	-	1335	0	0	0	0	0	0	0	1	0	0	0	0
Amillepora05507	chr2	29683160	29687089	-	3930	0	0	1	2	0	0	0	0	0	0	0	1
Amillepora05503	chr2	29642181	29647631	-	5451	4	1	0	2	5	8	1	7	1	4	6	4
Amillepora05499	chr2	29590239	29590989	-	751	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora05500	chr2	29591013	29591620	-	608	0	0	0	0	1	0	0	0	0	0	0	0
Amillepora05497	chr2	29588287	29589278	-	992	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora05498	chr2	29589859	29590173	-	315	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora05511	chr2	29697106	29700082	+	2977	0	1	0	3	1	2	3	3	0	0	4	0
Amillepora05515	chr2	29778800	29779138	+	339	1	1	2	5	4	0	4	2	1	1	1	1
Amillepora05512	chr2	29713767	29713993	+	227	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora05510	chr2	29691392	29696102	+	4711	6	7	3	12	5	10	1	11	7	3	13	8
Amillepora05514	chr2	29755999	29766563	-	10565	49	42	38	45	59	51	39	42	39	33	33	49
Amillepora05513	chr2	29714448	29717595	+	3148	0	0	0	0	0	0	0	0	0	1	2	0
Amillepora05518	chr2	29785202	29787259	+	2058	7	5	2	6	8	7	1	1	4	0	3	0
Amillepora05509	chr2	29690639	29690992	+	354	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora05521	chr2	29843160	29843882	+	723	1	0	1	0	1	0	0	0	0	0	0	0
Amillepora05526	chr2	29884611	29885069	+	459	0	0	0	0	0	0	0	0	1	0	0	0
Amillepora05520	chr2	29811402	29813419	-	2018	2	4	8	4	9	6	0	0	0	0	0	1
Amillepora05519	chr2	29789822	29795261	-	5440	16	15	15	18	25	16	6	12	11	6	9	8
Amillepora05516	chr2	29779782	29783729	-	3948	1	0	0	1	1	1	1	1	1	0	4	1
Amillepora05517	chr2	29783796	29784936	-	1141	3	3	0	2	0	0	1	2	2	2	3	5
Amillepora05522	chr2	29844215	29846146	+	1932	0	0	0	0	0	0	0	1	0	0	0	0
Amillepora05525	chr2	29883508	29884589	+	1082	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora05530	chr2	29927405	29929243	+	1839	1	0	1	2	1	2	0	0	0	0	0	0
Amillepora05529	chr2	29923617	29925862	+	2246	0	0	2	0	0	0	5	1	2	1	3	0
Amillepora05534	chr2	29966916	29970188	-	3273	1	0	1	1	0	0	0	0	0	0	0	1
Amillepora05533	chr2	29966259	29966789	-	531	0	2	1	0	1	0	0	1	0	1	0	0
Amillepora05535	chr2	29970415	29971302	-	888	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora05531	chr2	29942897	29948961	+	6065	0	1	0	1	0	2	0	2	0	0	0	0
Amillepora05527	chr2	29905653	29907544	-	1892	4	4	4	4	3	3	0	3	0	1	1	0
Amillepora05528	chr2	29922762	29923565	+	804	3	1	0	2	0	0	0	2	1	3	0	1
Amillepora05532	chr2	29960631	29961208	-	578	1	0	0	2	0	0	1	2	2	2	1	0
Amillepora05541	chr2	29997880	30002259	+	4380	0	0	0	0	1	0	0	0	0	0	0	2
Amillepora05545	chr2	30031528	30033597	+	2070	1	1	2	3	1	1	0	2	1	0	2	0
Amillepora05548	chr2	30075257	30075697	+	441	0	0	0	0	0	0	0	0	0	1	0	0
Amillepora05544	chr2	30029861	30031521	+	1661	0	0	1	1	0	0	0	2	2	0	0	1
Amillepora05546	chr2	30038590	30043373	-	4784	0	0	1	5	2	1	0	1	1	0	0	0
Amillepora05542	chr2	30003107	30004258	-	1152	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora05536	chr2	29974688	29975788	-	1101	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora05538	chr2	29983762	29989783	-	6022	1	2	3	4	2	7	1	0	0	0	0	0
Amillepora05540	chr2	29997017	29997801	+	785	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora05549	chr2	30076430	30077818	+	1389	0	0	0	0	0	1	0	0	0	0	0	0
Amillepora05537	chr2	29976030	29977848	-	1819	0	1	1	0	0	0	1	0	1	0	1	0
Amillepora05547	chr2	30068511	30069873	-	1363	0	0	0	0	2	1	0	0	1	0	0	1
Amillepora05539	chr2	29995757	29996162	-	406	0	0	1	0	0	0	0	0	0	0	0	0
Amillepora05555	chr2	30139248	30142657	+	3410	9	2	4	3	4	12	3	3	8	2	12	11
Amillepora05550	chr2	30081590	30089207	+	7618	35	26	23	15	35	38	20	27	32	19	32	26
Amillepora05556	chr2	30160665	30164716	-	4052	9	6	2	8	6	24	2	10	4	5	4	8
Amillepora05552	chr2	30101601	30104938	+	3338	30	18	26	26	29	52	34	36	32	32	30	41
Amillepora05568	chr2	30262122	30264730	-	2609	39	19	21	28	32	43	48	64	50	48	68	60
Amillepora05567	chr2	30246918	30247285	-	368	0	0	0	0	0	0	1	0	0	0	1	0
Amillepora05566	chr2	30238885	30239304	-	420	11	9	12	5	22	18	4	12	11	13	12	6
Amillepora05569	chr2	30265356	30268533	+	3178	10	4	5	6	5	6	23	23	31	19	24	29
Amillepora05571	chr2	30304831	30305300	-	470	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora05570	chr2	30304339	30304735	-	397	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora05579	chr2	30438538	30444167	-	5630	0	0	1	0	2	0	0	0	0	1	2	0
Amillepora05572	chr2	30394120	30402714	-	8595	1	0	1	0	2	1	0	5	1	0	4	2
Amillepora05578	chr2	30433540	30438305	-	4766	3	3	3	8	8	2	0	3	0	0	1	1
Amillepora05575	chr2	30426147	30426680	-	534	4	1	2	2	3	1	0	0	0	2	0	1
Amillepora05576	chr2	30427089	30428038	-	950	0	0	1	2	0	2	1	0	1	0	2	1
Amillepora05577	chr2	30430062	30430726	-	665	5	5	5	6	6	10	2	4	3	3	1	7
Amillepora05580	chr2	30452222	30452651	+	430	7	5	10	7	11	13	9	12	9	12	9	10
Amillepora05585	chr2	30499954	30501531	-	1578	2	2	2	6	3	5	3	5	0	7	2	4
Amillepora05586	chr2	30507971	30564434	-	56464	195	162	147	207	216	217	152	181	149	174	219	174
Amillepora05581	chr2	30466340	30468535	-	2196	0	5	2	1	6	1	1	5	2	1	9	2
Amillepora05583	chr2	30474109	30477455	-	3347	10	9	4	9	4	10	4	5	4	4	5	6
Amillepora05589	chr2	30627064	30628804	+	1741	20	8	16	20	13	18	35	36	28	26	24	26
Amillepora05592	chr2	30666467	30668426	+	1960	8	2	4	5	4	2	4	10	4	4	6	3
Amillepora05588	chr2	30600058	30603342	-	3285	1	0	0	3	4	2	0	0	2	3	6	4
Amillepora05591	chr2	30659501	30661209	-	1709	0	0	0	1	1	0	0	0	0	0	1	1
Amillepora05587	chr2	30599262	30599681	-	420	18	10	12	9	22	29	11	17	15	13	23	11
Amillepora05598	chr2	30728708	30730927	+	2220	12	7	5	9	8	18	14	12	11	13	9	12
Amillepora05593	chr2	30687451	30691238	+	3788	25	9	22	23	22	27	19	17	17	15	20	17
Amillepora05599	chr2	30732967	30743277	-	10311	23	18	15	24	26	25	17	22	24	30	20	20
Amillepora05597	chr2	30715766	30728430	-	12665	24	23	24	35	22	24	24	35	28	39	44	44
Amillepora05596	chr2	30697707	30702921	-	5215	12	8	12	14	9	31	5	10	12	7	14	11
Amillepora05600	chr2	30748949	30749793	+	845	1	2	0	0	1	0	0	1	0	2	1	0
Amillepora05604	chr2	30863402	30865409	+	2008	0	0	1	0	3	0	1	1	2	0	1	2
Amillepora05603	chr2	30848094	30849404	+	1311	0	0	0	1	1	0	0	0	0	1	1	0
Amillepora05601	chr2	30790874	30802504	-	11631	24	11	15	22	23	23	14	15	17	15	33	22
Amillepora05602	chr2	30847624	30848077	+	454	1	0	0	0	0	0	1	1	1	0	0	1
Amillepora05607	chr2	30949959	30953682	+	3724	2	2	3	3	1	2	0	2	1	1	2	0
Amillepora05608	chr2	30954438	30957449	-	3012	0	0	0	0	2	0	4	4	3	7	6	0
Amillepora05610	chr2	30960904	30966422	-	5519	29	22	21	25	32	39	16	20	11	17	22	21
Amillepora05609	chr2	30957879	30960409	-	2531	3	5	8	7	6	15	6	3	2	4	4	8
Amillepora05606	chr2	30941950	30946366	-	4417	2	0	0	2	0	0	1	0	2	0	1	2
Amillepora05614	chr2	31028213	31032896	+	4684	0	0	0	0	0	1	0	0	0	1	0	0
Amillepora05613	chr2	31021379	31026204	+	4826	6	5	4	3	2	4	4	14	7	3	4	3
Amillepora05612	chr2	31004406	31010200	-	5795	17	10	9	10	16	19	6	12	9	6	7	8
Amillepora05611	chr2	30995560	30997089	-	1530	1	0	0	0	0	1	1	2	0	0	0	0
Amillepora05615	chr2	31052379	31072270	-	19892	103	92	75	117	122	156	94	122	93	97	115	152
Amillepora05618	chr2	31181951	31185529	-	3579	1	1	2	1	0	1	1	2	1	3	2	2
Amillepora05617	chr2	31177100	31180763	-	3664	3	2	1	5	4	0	5	8	2	3	3	6
Amillepora05616	chr2	31157987	31158280	+	294	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora05635	chr2	31367016	31379739	+	12724	17	13	15	27	20	13	19	23	11	22	28	17
Amillepora05634	chr2	31361195	31365440	+	4246	15	12	14	16	22	16	10	3	6	7	7	11
Amillepora05630	chr2	31345466	31349969	-	4504	4	3	5	4	2	2	2	3	3	4	2	3
Amillepora05633	chr2	31357185	31360575	-	3391	15	12	18	16	25	17	11	14	9	14	13	15
Amillepora05622	chr2	31211103	31249907	-	38805	297	229	221	357	355	275	256	322	288	325	425	397
Amillepora05632	chr2	31353686	31356288	-	2603	5	3	5	4	9	14	13	8	3	3	6	9
Amillepora05625	chr2	31275107	31278247	-	3141	37	47	34	57	62	28	37	58	57	60	93	62
Amillepora05621	chr2	31198755	31209170	-	10416	12	12	10	19	10	19	11	14	12	13	20	18
Amillepora05628	chr2	31310576	31340996	-	30421	183	127	147	193	202	149	134	190	177	164	198	188
Amillepora05627	chr2	31279553	31300258	-	20706	95	90	96	119	143	99	85	122	106	129	135	151
Amillepora05623	chr2	31250793	31274618	-	23826	257	188	199	314	331	178	234	294	250	286	417	381
Amillepora05647	chr2	31463288	31463878	+	591	0	1	0	0	0	0	0	1	0	0	0	1
Amillepora05646	chr2	31441514	31441945	-	432	7	0	3	6	4	10	5	8	5	4	8	11
Amillepora05640	chr2	31407313	31408351	-	1039	0	0	2	4	3	1	1	0	0	1	4	0
Amillepora05642	chr2	31414330	31414885	-	556	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora05648	chr2	31464038	31469256	-	5219	7	4	1	4	8	5	9	12	5	17	11	13
Amillepora05639	chr2	31406259	31407207	-	949	0	1	1	1	0	0	1	0	0	1	0	0
Amillepora05645	chr2	31428178	31437385	-	9208	12	6	1	11	15	6	8	10	7	9	16	13
Amillepora05641	chr2	31408359	31414305	-	5947	12	11	14	21	16	18	18	11	14	26	23	24
Amillepora05650	chr2	31565222	31567234	-	2013	0	0	0	0	0	1	0	1	0	0	0	0
Amillepora05649	chr2	31563782	31564780	-	999	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora05651	chr2	31567392	31567910	-	519	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora05656	chr2	31630986	31632896	+	1911	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora05654	chr2	31592486	31597319	-	4834	0	2	3	1	3	4	0	0	1	1	1	0
Amillepora05657	chr2	31651973	31652860	-	888	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora05659	chr2	31654212	31656050	-	1839	0	0	0	0	0	0	1	0	0	0	0	0
Amillepora05658	chr2	31652878	31654082	-	1205	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora05655	chr2	31600623	31602543	-	1921	0	0	1	0	0	0	0	0	0	0	0	0
Amillepora05664	chr2	31743335	31744847	+	1513	1	0	0	0	0	0	0	1	0	1	0	0
Amillepora05661	chr2	31688382	31689620	+	1239	8	11	4	7	6	6	0	1	0	1	1	1
Amillepora05662	chr2	31689797	31695704	-	5908	8	4	4	6	4	6	0	0	2	2	2	1
Amillepora05665	chr2	31765476	31767693	-	2218	3	0	4	2	7	11	18	23	20	31	21	32
Amillepora05663	chr2	31705455	31737152	-	31698	48	38	41	44	53	87	56	77	66	73	90	68
Amillepora05666	chr2	31769532	31780437	+	10906	22	20	22	24	11	15	13	16	13	14	16	14
Amillepora05667	chr2	31787080	31819071	+	31992	31	15	29	20	15	31	54	60	51	73	72	68
Amillepora05668	chr2	31837486	31877941	-	40456	22	15	10	15	17	23	16	15	11	24	21	22
Amillepora05673	chr2	31953628	31956114	+	2487	24	16	18	28	26	40	28	28	18	33	21	23
Amillepora05674	chr2	31960888	31962400	-	1513	0	0	1	0	0	0	1	0	0	0	0	0
Amillepora05670	chr2	31894582	31928546	-	33965	7	6	7	11	16	12	10	14	7	14	13	17
Amillepora05672	chr2	31935634	31946467	-	10834	21	16	14	18	18	21	14	13	21	19	14	12
Amillepora05684	chr2	32077021	32080124	+	3104	8	4	11	5	11	9	3	13	5	8	3	5
Amillepora05685	chr2	32085170	32086603	+	1434	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora05680	chr2	31998896	32017754	+	18859	42	24	38	41	45	58	42	36	28	41	44	43
Amillepora05676	chr2	31971690	31973184	+	1495	0	0	0	0	0	0	0	0	0	0	1	0
Amillepora05675	chr2	31969846	31970970	+	1125	0	0	0	0	1	0	0	0	0	0	1	0
Amillepora05681	chr2	32024222	32026718	-	2497	24	16	16	24	31	16	15	23	18	17	16	9
Amillepora05682	chr2	32057416	32059219	-	1804	116	83	72	100	87	149	51	55	30	51	53	52
Amillepora05683	chr2	32064379	32076806	-	12428	89	72	56	69	107	112	60	80	69	75	85	78
Amillepora05677	chr2	31976694	31981560	-	4867	50	34	51	55	50	66	191	168	172	160	163	177
Amillepora05678	chr2	31983771	31988571	-	4801	31	27	39	37	34	40	32	28	31	29	31	26
Amillepora05679	chr2	31991635	31995463	-	3829	1	3	0	1	0	2	0	0	2	2	2	2
Amillepora05687	chr2	32132533	32134586	+	2054	8	5	20	23	24	20	22	33	42	45	33	46
Amillepora05688	chr2	32149318	32157002	+	7685	44	22	32	44	55	49	36	35	38	48	43	52
Amillepora05689	chr2	32158358	32174729	-	16372	124	97	118	142	127	177	143	200	134	167	162	176
Amillepora05686	chr2	32115432	32126241	-	10810	29	31	29	28	30	53	28	38	33	35	49	35
Amillepora05693	chr2	32184894	32198339	+	13446	15	7	7	13	13	19	22	23	12	28	19	21
Amillepora05695	chr2	32214395	32229648	+	15254	36	26	22	36	56	50	29	33	42	37	40	36
Amillepora05691	chr2	32174627	32183599	+	8973	28	16	23	23	19	39	9	14	11	10	21	18
Amillepora05694	chr2	32198566	32214204	-	15639	222	135	164	209	205	214	133	156	134	144	148	148
Amillepora05700	chr2	32239469	32251956	-	12488	17	10	14	13	15	23	17	17	11	21	21	16
Amillepora05699	chr2	32232356	32236816	-	4461	0	2	0	3	7	3	0	1	1	1	2	1
Amillepora05701	chr2	32254813	32268506	-	13694	44	43	31	55	53	53	28	29	29	33	44	34
Amillepora05713	chr2	32364909	32366419	+	1511	22	12	9	16	18	16	26	26	26	26	31	22
Amillepora05709	chr2	32307966	32327910	+	19945	108	83	77	104	124	141	75	84	81	75	80	100
Amillepora05703	chr2	32263503	32272329	+	8827	14	8	11	20	15	24	33	38	26	26	24	32
Amillepora05705	chr2	32275237	32289510	+	14274	184	147	175	207	203	235	213	228	208	239	215	240
Amillepora05710	chr2	32329334	32348422	+	19089	155	107	116	168	200	177	138	144	113	135	160	166
Amillepora05711	chr2	32349441	32354666	+	5226	23	20	21	27	29	33	16	21	12	16	20	25
Amillepora05712	chr2	32354671	32360651	+	5981	15	11	10	15	8	31	23	25	16	18	12	18
Amillepora05707	chr2	32291418	32307799	-	16382	178	140	133	167	170	179	158	166	158	157	152	160
Amillepora05719	chr2	32420376	32422025	+	1650	12	8	14	12	15	14	22	21	26	15	13	16
Amillepora05718	chr2	32410522	32416710	+	6189	4	5	3	5	9	9	1	8	7	2	10	5
Amillepora05714	chr2	32371660	32379197	+	7538	13	6	7	11	15	13	10	12	9	11	8	7
Amillepora05716	chr2	32387825	32395804	+	7980	89	67	69	82	86	114	66	79	45	53	71	55
Amillepora05717	chr2	32403158	32409135	+	5978	52	40	33	39	50	44	32	39	31	39	47	39
Amillepora05721	chr2	32440965	32444575	-	3611	71	39	52	45	42	60	55	45	38	45	35	45
Amillepora05723	chr2	32455859	32484611	-	28753	242	137	166	233	250	284	181	185	192	200	225	215
Amillepora05720	chr2	32421448	32438627	-	17180	52	47	35	43	62	70	44	46	45	44	50	43
Amillepora05722	chr2	32445015	32455589	-	10575	118	71	90	98	105	134	92	113	102	109	106	93
Amillepora05728	chr2	32508945	32540301	+	31357	81	43	63	88	78	87	65	88	71	76	71	72
Amillepora05733	chr2	32558739	32568926	+	10188	29	26	26	27	32	49	26	32	19	35	29	28
Amillepora05725	chr2	32484715	32501751	+	17037	79	66	62	83	102	88	74	76	67	75	69	69
Amillepora05732	chr2	32550409	32553856	+	3448	7	5	3	4	9	9	12	10	14	15	17	15
Amillepora05729	chr2	32510406	32514625	-	4220	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora05731	chr2	32545405	32551409	-	6005	81	37	66	87	87	70	65	94	87	65	73	84
Amillepora05734	chr2	32569715	32582766	-	13052	46	41	38	51	56	57	43	58	44	34	52	50
Amillepora05740	chr2	32658036	32660924	+	2889	41	27	28	29	35	36	37	30	22	26	33	32
Amillepora05739	chr2	32631159	32656933	+	25775	42	27	35	38	41	51	28	39	31	33	47	40
Amillepora05738	chr2	32618702	32630772	-	12071	58	43	47	71	85	71	64	72	66	61	79	62
Amillepora05736	chr2	32593716	32609337	-	15622	31	35	35	29	50	33	29	31	27	24	49	31
Amillepora05735	chr2	32585724	32593491	-	7768	68	44	45	46	60	100	48	43	38	48	55	53
Amillepora05744	chr2	32709916	32712620	+	2705	28	18	22	20	21	35	44	39	32	27	24	32
Amillepora05743	chr2	32703558	32706851	+	3294	42	22	36	31	31	40	42	45	26	44	31	32
Amillepora05741	chr2	32673937	32699238	+	25302	102	60	92	119	108	134	79	99	82	87	114	100
Amillepora05742	chr2	32699296	32702746	-	3451	20	8	17	13	15	21	9	7	9	10	15	8
Amillepora05749	chr2	32769503	32770879	-	1377	4	4	1	2	1	1	7	4	2	6	4	5
Amillepora05748	chr2	32751349	32756510	-	5162	29	20	20	26	22	26	57	69	50	30	51	50
Amillepora05745	chr2	32713964	32716187	-	2224	39	20	25	33	23	50	66	64	50	53	59	57
Amillepora05746	chr2	32723536	32725399	-	1864	1	2	0	1	0	1	3	6	2	2	2	4
Amillepora05747	chr2	32741767	32747153	-	5387	31	19	18	28	22	28	69	75	46	69	57	68
Amillepora05760	chr2	32838685	32843032	+	4348	80	74	68	90	95	121	62	64	54	59	67	53
Amillepora05763	chr2	32861261	32868138	+	6878	92	82	88	97	106	77	102	105	99	103	102	96
Amillepora05762	chr2	32849436	32859782	+	10347	10	12	7	11	13	31	21	28	19	18	25	24
Amillepora05764	chr2	32873562	32887987	+	14426	61	40	50	67	78	71	42	43	56	37	44	48
Amillepora05756	chr2	32820038	32823107	+	3070	6	5	1	5	8	5	1	0	1	0	1	0
Amillepora05761	chr2	32845390	32848015	-	2626	4	10	9	5	4	11	5	9	11	5	9	4
Amillepora05754	chr2	32811064	32816062	-	4999	43	22	23	31	34	35	59	58	47	48	43	36
Amillepora05759	chr2	32833022	32838509	-	5488	70	38	57	71	61	71	74	83	72	71	70	66
Amillepora05751	chr2	32776156	32779364	-	3209	38	38	31	46	36	28	22	14	13	9	10	15
Amillepora05752	chr2	32787550	32798456	-	10907	102	72	70	75	82	119	143	127	98	105	118	110
Amillepora05753	chr2	32803180	32806694	-	3515	4	2	2	4	5	2	0	0	0	1	3	1
Amillepora05750	chr2	32773532	32774062	-	531	1	0	0	0	0	1	5	6	3	2	2	3
Amillepora05758	chr2	32829429	32830464	-	1036	21	18	10	15	16	16	17	9	7	6	10	5
Amillepora05755	chr2	32817879	32819500	-	1622	25	28	31	15	27	42	11	10	15	8	5	7
Amillepora05757	chr2	32824051	32825157	-	1107	0	1	0	2	0	0	0	0	0	0	0	0
Amillepora05767	chr2	32901144	32910311	+	9168	197	138	152	168	191	187	172	168	134	155	162	133
Amillepora05765	chr2	32889079	32895352	+	6274	57	22	38	51	37	54	42	51	39	51	43	50
Amillepora05769	chr2	32922681	32943160	+	20480	29	29	24	30	49	49	22	20	21	16	18	19
Amillepora05768	chr2	32911156	32922447	-	11292	24	12	12	22	23	21	20	21	19	28	31	22
Amillepora05766	chr2	32895676	32901073	-	5398	24	18	26	14	30	24	33	40	24	30	42	31
Amillepora05770	chr2	32944192	32953582	-	9391	25	20	13	18	38	35	11	19	17	11	26	19
Amillepora05771	chr2	32978104	32982887	-	4784	4	2	7	7	3	9	3	2	6	3	2	2
Amillepora05772	chr2	32982889	32986447	-	3559	4	1	4	2	2	5	0	4	2	6	3	5
Amillepora05774	chr2	33000831	33005883	+	5053	9	2	4	7	9	7	2	0	1	1	2	0
Amillepora05775	chr2	33019313	33045219	+	25907	336	228	230	338	341	336	329	305	205	276	288	251
Amillepora05777	chr2	33051334	33058568	+	7235	72	59	52	83	98	127	51	61	49	67	82	61
Amillepora05778	chr2	33058918	33066597	-	7680	12	14	11	15	22	11	23	29	16	21	21	17
Amillepora05776	chr2	33046298	33051203	-	4906	6	9	8	15	10	11	10	10	10	13	18	12
Amillepora05783	chr2	33122100	33129303	+	7204	23	17	20	23	24	26	15	26	20	23	26	31
Amillepora05779	chr2	33094562	33095950	+	1389	0	0	0	1	0	2	1	0	0	1	0	0
Amillepora05786	chr2	33181374	33184584	+	3211	16	11	15	16	15	14	12	24	11	8	5	10
Amillepora05785	chr2	33157135	33178680	+	21546	179	143	141	176	209	228	146	167	131	155	161	164
Amillepora05784	chr2	33130377	33157152	-	26776	301	222	244	313	368	316	252	279	245	268	288	297
Amillepora05782	chr2	33108999	33119500	-	10502	70	48	51	69	66	111	69	64	59	67	72	79
Amillepora05780	chr2	33097127	33108634	-	11508	214	153	173	174	207	221	184	188	155	183	182	187
Amillepora05788	chr2	33214669	33224987	+	10319	33	36	32	45	40	36	35	40	33	32	36	40
Amillepora05787	chr2	33188736	33213780	+	25045	48	34	43	35	49	82	40	67	38	54	71	55
Amillepora05793	chr2	33258122	33266325	+	8204	19	15	18	30	32	30	20	18	26	26	28	23
Amillepora05790	chr2	33242215	33243884	+	1670	44	43	42	41	32	62	54	56	39	44	49	45
Amillepora05789	chr2	33226656	33240775	-	14120	37	21	14	34	42	43	19	30	24	27	37	29
Amillepora05795	chr2	33266651	33279555	-	12905	135	109	130	164	127	174	85	109	96	110	92	87
Amillepora05791	chr2	33248727	33250049	+	1323	10	8	4	12	18	9	4	4	6	5	4	6
