# Program:featureCounts v1.6.3; Command:"/work/02260/grovesd/stampede2/subread-1.6.3-source/bin/featureCounts" "-a" "/work/02260/grovesd/lonestar/Amil_Zach_Fullers_v2.00/Amil.coding.gff3" "-t" "gene" "-g" "ID" "-o" "rnaseq_gene_counts.txt" "-T" "64" "--primary" "L5-S1_S216_host.bam" "L5-S2_S217_host.bam" "L5-S3_S218_host.bam" "L5-T1_S222_host.bam" "L5-T2_S223_host.bam" "L5-T3_S224_host.bam" "N12-S1_S219_host.bam" "N12-S2_S220_host.bam" "N12-S3_S221_host.bam" "N12-T1_S225_host.bam" "N12-T2_S226_host.bam" "N12-T3_S227_host.bam" 
Geneid	Chr	Start	End	Strand	Length	L5-S1_S216_host.bam	L5-S2_S217_host.bam	L5-S3_S218_host.bam	L5-T1_S222_host.bam	L5-T2_S223_host.bam	L5-T3_S224_host.bam	N12-S1_S219_host.bam	N12-S2_S220_host.bam	N12-S3_S221_host.bam	N12-T1_S225_host.bam	N12-T2_S226_host.bam	N12-T3_S227_host.bam
Amillepora06229	chr5	725400	727731	-	2332	30	23	52	54	24	23	38	94	76	29	43	37
Amillepora06233	chr5	783600	783921	+	322	1	0	0	1	3	0	0	2	0	0	0	1
Amillepora06237	chr5	863153	866797	+	3645	19	9	22	20	31	34	27	17	16	24	32	34
Amillepora06235	chr5	821794	823627	+	1834	15	10	6	17	16	17	9	9	3	20	13	9
Amillepora06238	chr5	872106	873311	-	1206	4	1	0	3	1	0	1	2	1	0	0	2
Amillepora06236	chr5	839099	863020	-	23922	147	99	144	134	132	142	199	179	252	165	109	221
Amillepora06241	chr5	911984	914833	+	2850	0	0	2	1	5	0	5	11	2	1	2	3
Amillepora06245	chr5	960627	967880	+	7254	537	296	383	457	446	586	345	356	276	321	277	392
Amillepora06240	chr5	893826	909909	+	16084	180	100	118	179	161	189	149	128	127	161	115	162
Amillepora06242	chr5	918787	938443	+	19657	14	9	14	8	15	14	13	28	31	39	48	62
Amillepora06246	chr5	980752	986344	-	5593	37	23	20	36	36	17	15	17	16	23	19	24
Amillepora06244	chr5	954320	955977	-	1658	1	3	0	0	2	1	0	2	2	0	2	0
Amillepora06243	chr5	948485	951383	-	2899	1	3	0	4	3	9	3	4	2	1	1	2
Amillepora06253	chr5	1020041	1021008	+	968	37	43	53	39	42	53	10	6	29	13	17	18
Amillepora06255	chr5	1064783	1071536	+	6754	323	210	246	324	329	394	243	293	233	220	233	259
Amillepora06252	chr5	1016064	1017055	+	992	156	92	91	153	178	196	65	43	33	86	47	118
Amillepora06248	chr5	988376	989875	+	1500	49	24	20	45	43	50	19	21	6	32	31	41
Amillepora06251	chr5	1008743	1011195	+	2453	14	10	13	15	13	11	9	4	1	2	4	3
Amillepora06254	chr5	1021687	1063212	-	41526	372	233	264	375	362	413	243	293	220	292	325	301
Amillepora06256	chr5	1072566	1078765	-	6200	5	1	7	3	3	12	6	5	5	4	11	6
Amillepora06249	chr5	994465	997734	+	3270	3	4	0	5	6	9	0	2	0	3	1	3
Amillepora06257	chr5	1084906	1096600	+	11695	680	372	420	587	541	736	292	208	129	256	264	230
Amillepora06261	chr5	1140627	1164007	+	23381	730	520	649	779	676	617	763	862	596	566	628	601
Amillepora06264	chr5	1186884	1188001	+	1118	1	0	0	0	0	2	0	0	0	0	4	0
Amillepora06259	chr5	1124746	1126095	-	1350	4	1	5	2	0	2	8	10	7	28	16	21
Amillepora06258	chr5	1104614	1117722	-	13109	22	20	16	24	35	30	12	30	25	18	19	23
Amillepora06260	chr5	1136695	1137811	-	1117	10	5	8	11	9	13	20	22	17	19	10	13
Amillepora06269	chr5	1236387	1237448	+	1062	19	7	17	19	13	26	28	22	26	17	21	36
Amillepora06271	chr5	1255837	1256660	+	824	104	63	93	105	97	115	63	62	64	72	50	102
Amillepora06273	chr5	1259671	1261679	+	2009	141	52	89	118	115	165	16	17	19	19	17	20
Amillepora06268	chr5	1228155	1233860	+	5706	208	128	159	203	180	255	189	223	166	221	217	234
Amillepora06267	chr5	1200331	1226875	+	26545	82	58	60	82	74	102	44	61	58	58	91	56
Amillepora06270	chr5	1240931	1241890	+	960	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora06265	chr5	1187760	1195727	-	7968	9	7	8	12	10	20	18	13	15	12	14	10
Amillepora06266	chr5	1197017	1199759	-	2743	1	0	0	0	1	0	0	0	0	1	0	0
Amillepora06263	chr5	1171389	1183927	-	12539	8	2	2	5	5	7	5	5	8	6	7	6
Amillepora06280	chr5	1326476	1327147	+	672	4	4	2	5	7	4	27	33	33	25	31	37
Amillepora06279	chr5	1315687	1321093	+	5407	100	69	76	116	103	141	117	99	91	120	84	101
Amillepora06274	chr5	1277922	1283483	+	5562	131	88	124	106	80	126	227	245	216	169	134	175
Amillepora06286	chr5	1381542	1388680	+	7139	11	8	6	13	6	14	10	14	13	23	19	20
Amillepora06276	chr5	1292140	1300345	+	8206	89	38	66	67	78	78	72	61	58	64	72	78
Amillepora06283	chr5	1346475	1367296	+	20822	117	88	114	105	148	152	164	210	200	199	191	213
Amillepora06277	chr5	1300029	1313280	-	13252	23	17	13	21	24	22	34	30	18	25	34	27
Amillepora06282	chr5	1339416	1340108	-	693	0	0	1	0	0	0	1	0	1	0	0	0
Amillepora06281	chr5	1332556	1335301	-	2746	0	0	2	1	1	0	2	0	1	1	0	0
Amillepora06285	chr5	1376944	1380767	-	3824	40	21	19	27	33	27	22	24	9	23	21	14
Amillepora06275	chr5	1284289	1291987	-	7699	32	28	30	56	48	33	54	47	38	56	56	55
Amillepora06284	chr5	1367809	1376454	-	8646	28	22	20	35	22	25	25	19	26	25	33	37
Amillepora06296	chr5	1467782	1469607	+	1826	26	19	21	19	19	26	44	111	92	18	23	32
Amillepora06288	chr5	1396143	1398694	+	2552	145	76	107	169	107	196	58	74	62	52	35	52
Amillepora06295	chr5	1458560	1463572	+	5013	11	8	10	16	12	22	9	18	15	8	5	9
Amillepora06290	chr5	1411352	1413058	+	1707	8	3	2	7	7	3	0	6	3	5	5	4
Amillepora06292	chr5	1430184	1432040	+	1857	1	0	1	3	1	1	0	2	0	2	1	1
Amillepora06287	chr5	1392143	1393042	-	900	7	9	12	9	7	7	14	9	9	15	15	13
Amillepora06293	chr5	1433077	1436804	-	3728	24	12	17	18	18	12	3	8	7	13	6	6
Amillepora06294	chr5	1439132	1457193	-	18062	36	32	31	40	38	64	23	35	29	31	57	37
Amillepora06289	chr5	1401094	1408371	-	7278	181	140	114	147	222	237	60	75	62	100	134	95
Amillepora06291	chr5	1416011	1418840	+	2830	12	9	13	8	9	10	10	12	13	18	15	13
Amillepora06305	chr5	1519907	1542709	+	22803	77	59	63	84	89	85	102	106	73	118	108	85
Amillepora06309	chr5	1569450	1576233	+	6784	71	38	56	73	79	93	82	61	55	70	79	63
Amillepora06308	chr5	1562299	1568667	+	6369	16	17	9	18	11	16	8	14	7	11	10	11
Amillepora06297	chr5	1482124	1493755	+	11632	23	27	17	33	28	37	14	19	19	18	22	15
Amillepora06303	chr5	1507461	1509569	+	2109	12	15	9	9	21	18	21	19	12	18	19	20
Amillepora06300	chr5	1498529	1500957	+	2429	6	4	0	2	4	3	5	5	4	3	2	6
Amillepora06307	chr5	1559042	1560031	-	990	5	3	5	5	3	8	0	2	0	3	4	4
Amillepora06306	chr5	1542789	1548635	-	5847	20	15	14	8	16	25	21	11	8	21	12	19
Amillepora06304	chr5	1510125	1519845	-	9721	100	71	90	119	101	103	99	119	99	90	86	99
Amillepora06301	chr5	1502185	1505875	+	3691	7	9	9	10	12	11	5	3	8	3	4	6
Amillepora06310	chr5	1583014	1585478	-	2465	0	1	2	0	0	0	2	4	3	4	3	4
Amillepora06313	chr5	1609236	1620045	+	10810	23	10	31	25	19	36	27	40	28	31	34	40
Amillepora06319	chr5	1657784	1683040	+	25257	166	95	85	128	168	165	85	110	97	108	118	130
Amillepora06314	chr5	1620683	1626054	+	5372	3	8	1	2	1	9	0	2	1	2	3	1
Amillepora06316	chr5	1627371	1634769	+	7399	24	14	17	34	27	32	31	24	19	23	25	21
Amillepora06320	chr5	1683569	1685534	-	1966	2	3	8	3	1	6	6	2	3	6	3	4
Amillepora06317	chr5	1635831	1637189	-	1359	1	0	0	0	1	0	0	0	0	3	0	0
Amillepora06318	chr5	1638592	1652662	-	14071	533	327	351	520	511	465	472	487	469	525	488	622
Amillepora06312	chr5	1607102	1608739	-	1638	4	4	3	3	9	2	1	4	1	4	2	1
Amillepora06311	chr5	1599062	1600993	-	1932	2	1	2	0	1	0	0	0	0	0	1	0
Amillepora06322	chr5	1697325	1698101	+	777	0	0	0	2	1	0	2	1	1	0	0	3
Amillepora06321	chr5	1690574	1692821	+	2248	1	0	5	2	6	2	4	1	7	1	1	1
Amillepora06323	chr5	1701284	1704145	-	2862	3	0	2	8	2	2	0	2	0	1	0	2
Amillepora06325	chr5	1715352	1718192	-	2841	16	13	14	38	24	20	13	18	19	32	20	23
Amillepora06324	chr5	1707537	1709771	-	2235	3	0	5	3	5	2	5	4	8	7	3	2
Amillepora06330	chr5	1762942	1769212	-	6271	30	25	20	26	43	24	32	32	30	31	31	33
Amillepora06328	chr5	1740221	1746274	-	6054	28	22	18	30	52	19	51	34	39	49	44	45
Amillepora06332	chr5	1782660	1785464	-	2805	29	17	23	25	36	11	17	27	24	26	30	34
Amillepora06331	chr5	1776745	1778994	-	2250	13	7	9	8	11	6	24	25	18	31	23	42
Amillepora06327	chr5	1732730	1734928	-	2199	5	9	5	6	4	2	7	9	7	6	7	7
Amillepora06326	chr5	1720872	1724487	-	3616	7	1	2	3	3	3	4	3	3	4	2	2
Amillepora06329	chr5	1754239	1755869	-	1631	6	5	7	5	4	7	1	2	2	3	1	3
Amillepora06339	chr5	1842903	1874793	+	31891	76	61	58	77	116	128	71	80	89	72	127	103
Amillepora06336	chr5	1806037	1815806	+	9770	30	19	26	34	35	30	15	17	25	23	17	26
Amillepora06337	chr5	1818812	1821393	-	2582	96	49	100	89	89	147	138	114	90	122	93	132
Amillepora06338	chr5	1823272	1828635	-	5364	6	2	2	8	6	5	6	1	5	5	3	4
Amillepora06334	chr5	1800203	1802710	-	2508	25	12	13	23	17	16	29	16	20	35	20	27
Amillepora06333	chr5	1795951	1798752	-	2802	10	2	10	6	4	5	4	2	5	8	15	8
Amillepora06335	chr5	1804436	1804972	-	537	2	0	1	2	1	0	1	0	1	0	1	1
Amillepora06345	chr5	1942729	1957091	+	14363	42	29	22	49	57	45	45	44	39	31	49	36
Amillepora06346	chr5	1959064	1975597	+	16534	187	74	108	176	159	184	90	121	90	74	89	79
Amillepora06343	chr5	1923728	1925187	+	1460	0	0	2	0	2	2	10	16	12	10	17	22
Amillepora06342	chr5	1894827	1895735	+	909	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora06344	chr5	1925550	1942496	-	16947	171	106	99	138	145	140	159	154	130	163	184	197
Amillepora06348	chr5	2000961	2006978	+	6018	406	249	370	417	391	460	453	451	339	373	296	407
Amillepora06353	chr5	2046508	2052689	+	6182	13	7	10	8	10	16	3	8	4	4	6	4
Amillepora06352	chr5	2034073	2044328	+	10256	64	40	55	68	73	101	61	67	54	81	68	76
Amillepora06350	chr5	2021189	2023838	+	2650	12	6	14	12	9	9	3	3	1	4	4	4
Amillepora06349	chr5	2006642	2015402	-	8761	186	96	151	220	217	149	152	111	116	135	113	128
Amillepora06347	chr5	1987080	1999591	-	12512	10	2	3	8	10	20	9	12	10	14	14	21
Amillepora06354	chr5	2053890	2062494	-	8605	6	3	7	7	5	12	9	5	0	10	6	2
Amillepora06351	chr5	2021924	2022956	-	1033	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora06356	chr5	2094615	2100591	+	5977	6	4	4	7	12	7	3	8	3	1	2	4
Amillepora06359	chr5	2123753	2145135	+	21383	253	173	216	390	351	585	99	101	101	150	110	127
Amillepora06363	chr5	2164655	2171124	+	6470	4	5	4	6	13	12	8	7	5	5	12	14
Amillepora06362	chr5	2156203	2161652	+	5450	4	12	17	18	17	14	26	31	32	29	27	25
Amillepora06355	chr5	2073221	2091274	+	18054	92	66	86	81	77	89	93	111	69	76	80	60
Amillepora06364	chr5	2172030	2183605	+	11576	43	21	36	55	40	60	27	38	23	34	41	40
Amillepora06361	chr5	2147610	2153572	+	5963	15	6	10	10	18	18	19	16	18	39	26	22
Amillepora06357	chr5	2100841	2111531	-	10691	24	35	20	29	51	50	34	21	18	19	30	38
Amillepora06358	chr5	2114465	2119803	-	5339	41	20	28	46	42	60	36	26	15	33	33	24
Amillepora06368	chr5	2233021	2235545	+	2525	7	5	12	10	8	24	8	5	3	11	11	3
Amillepora06370	chr5	2257223	2272858	+	15636	397	225	279	398	370	371	497	469	365	424	412	425
Amillepora06371	chr5	2277404	2286783	+	9380	72	41	58	59	56	92	86	68	67	73	60	116
Amillepora06365	chr5	2189248	2201699	+	12452	40	25	35	50	51	50	32	39	29	41	43	55
Amillepora06367	chr5	2216932	2232849	-	15918	218	150	207	253	215	223	201	197	169	222	221	223
Amillepora06369	chr5	2237002	2249610	-	12609	767	408	593	824	599	706	730	737	588	661	604	724
Amillepora06366	chr5	2203452	2213970	-	10519	16	26	15	16	23	30	37	46	41	36	50	77
Amillepora06377	chr5	2358566	2364295	+	5730	72	45	60	65	53	61	69	55	49	56	37	54
Amillepora06374	chr5	2330893	2334443	+	3551	35	20	21	37	36	47	15	20	15	18	10	22
Amillepora06376	chr5	2356029	2358499	-	2471	47	31	28	49	31	35	41	37	23	40	25	34
Amillepora06375	chr5	2335350	2355121	-	19772	67	57	47	95	89	64	65	71	55	73	83	59
Amillepora06373	chr5	2313802	2330806	-	17005	52	47	43	71	79	98	44	55	47	44	74	51
Amillepora06378	chr5	2394114	2399940	+	5827	40	21	26	34	38	25	156	129	117	160	112	133
Amillepora06379	chr5	2402009	2406060	+	4052	4	2	2	3	2	5	6	3	8	2	3	6
Amillepora06383	chr5	2446715	2455300	+	8586	23	22	11	22	24	47	29	26	28	42	53	35
Amillepora06381	chr5	2426379	2432190	+	5812	0	2	2	1	3	2	1	3	3	0	0	3
Amillepora06382	chr5	2435801	2445131	+	9331	12	12	15	40	28	55	20	39	23	69	34	51
Amillepora06380	chr5	2407729	2412987	-	5259	14	2	8	8	15	15	4	2	5	3	3	27
Amillepora06387	chr5	2535246	2541186	+	5941	6	5	1	10	11	10	5	5	11	16	15	11
Amillepora06390	chr5	2565093	2565765	+	673	8	6	2	4	3	4	20	32	31	10	6	3
Amillepora06392	chr5	2583762	2584434	+	673	3	6	4	2	7	4	12	23	26	5	2	7
Amillepora06391	chr5	2575756	2582166	+	6411	5	7	1	10	6	9	28	29	16	28	12	47
Amillepora06386	chr5	2522492	2526370	+	3879	137	55	60	102	110	107	103	75	39	164	90	131
Amillepora06389	chr5	2556440	2563068	+	6629	21	22	8	20	21	33	30	35	30	30	37	57
Amillepora06384	chr5	2468470	2490821	+	22352	39	30	36	43	58	64	159	131	74	171	108	133
Amillepora06385	chr5	2497707	2509921	+	12215	15	21	21	34	43	38	101	106	60	96	74	102
Amillepora06388	chr5	2545359	2547797	+	2439	1	0	0	1	1	0	2	2	3	1	1	3
Amillepora06397	chr5	2637608	2644338	+	6731	28	7	13	23	17	27	33	28	17	23	12	18
Amillepora06395	chr5	2617690	2619742	+	2053	444	264	332	331	321	443	372	351	252	359	268	422
Amillepora06399	chr5	2663702	2681055	+	17354	893	452	729	851	720	844	482	480	373	555	481	528
Amillepora06398	chr5	2647436	2658996	+	11561	81	70	71	126	121	106	82	71	65	107	86	105
Amillepora06393	chr5	2585314	2592753	-	7440	233	151	174	234	253	310	214	205	170	213	190	198
Amillepora06396	chr5	2623854	2642425	-	18572	39	28	32	43	49	48	43	52	39	52	66	64
Amillepora06394	chr5	2596116	2616495	-	20380	158	101	94	122	161	161	76	93	68	74	115	117
Amillepora06409	chr5	2737748	2738391	+	644	35	15	7	34	49	14	37	23	22	46	30	38
Amillepora06408	chr5	2724220	2730731	+	6512	85	53	54	76	65	124	78	56	52	66	66	75
Amillepora06402	chr5	2698887	2706622	+	7736	111	64	84	80	94	121	128	116	78	128	109	144
Amillepora06407	chr5	2717532	2720980	+	3449	14	7	8	6	15	5	12	12	5	6	14	15
Amillepora06404	chr5	2708887	2709378	+	492	1	1	0	0	0	0	0	2	1	3	4	3
Amillepora06406	chr5	2713872	2714359	+	488	3	1	0	2	1	2	10	4	2	3	5	4
Amillepora06401	chr5	2691984	2698056	-	6073	27	12	17	16	21	17	16	26	10	12	22	16
Amillepora06400	chr5	2680889	2691932	-	11044	41	30	25	46	53	54	21	28	23	12	18	11
Amillepora06414	chr5	2815679	2817585	+	1907	25	14	11	19	23	14	16	15	9	10	19	18
Amillepora06418	chr5	2838920	2845536	+	6617	94	69	65	94	104	129	108	103	111	127	123	119
Amillepora06422	chr5	2871422	2887361	+	15940	82	66	77	117	93	98	121	139	125	164	132	189
Amillepora06415	chr5	2818606	2822082	+	3477	6	8	4	10	12	8	7	6	5	3	5	7
Amillepora06417	chr5	2830779	2835542	+	4764	14	13	16	23	24	48	23	20	17	27	24	25
Amillepora06416	chr5	2823647	2828511	+	4865	4	5	12	4	5	7	3	4	5	7	4	9
Amillepora06412	chr5	2772169	2781101	-	8933	60	35	61	62	70	46	61	48	46	77	48	56
Amillepora06420	chr5	2852992	2871308	-	18317	36	25	26	41	37	45	37	33	24	47	44	44
Amillepora06411	chr5	2755830	2769089	-	13260	38	27	25	29	42	49	27	45	38	42	75	47
Amillepora06413	chr5	2810709	2815509	-	4801	38	24	18	25	36	54	19	22	27	28	29	17
Amillepora06429	chr5	2966353	2968929	+	2577	1	1	2	0	4	3	1	1	2	1	3	2
Amillepora06425	chr5	2910597	2912234	+	1638	87	72	74	90	56	101	124	146	143	102	97	86
Amillepora06423	chr5	2889990	2898232	+	8243	479	237	396	477	358	379	386	437	346	412	317	365
Amillepora06426	chr5	2945496	2961991	+	16496	42	31	43	45	59	55	30	31	20	39	31	33
Amillepora06424	chr5	2898751	2908721	+	9971	16	24	8	20	23	15	14	18	19	17	28	19
Amillepora06428	chr5	2962432	2965655	+	3224	0	2	3	7	1	5	3	0	4	0	5	4
Amillepora06430	chr5	2973124	2975686	-	2563	3	0	2	1	1	7	2	3	2	3	1	3
Amillepora06434	chr5	3041448	3049333	+	7886	1	0	4	3	4	3	3	7	1	1	6	5
Amillepora06431	chr5	2979962	2996802	-	16841	44	41	24	50	46	50	23	30	15	31	36	36
Amillepora06439	chr5	3120472	3130061	+	9590	101	52	65	108	100	112	51	46	42	41	69	72
Amillepora06444	chr5	3159055	3168856	+	9802	47	30	35	47	50	58	32	33	26	39	42	35
Amillepora06442	chr5	3136143	3157969	+	21827	198	131	156	210	183	212	169	198	187	236	228	248
Amillepora06436	chr5	3056710	3091523	+	34814	77	40	43	69	89	57	68	65	46	40	64	41
Amillepora06437	chr5	3102599	3118255	+	15657	7	12	19	22	17	5	22	19	10	23	23	16
Amillepora06440	chr5	3130611	3135251	+	4641	9	7	2	12	10	4	7	3	8	3	4	5
Amillepora06445	chr5	3164882	3165589	-	708	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora06446	chr5	3175085	3183037	-	7953	48	26	32	40	42	57	19	25	24	22	15	31
Amillepora06449	chr5	3211182	3221837	-	10656	63	47	43	61	65	72	93	77	55	90	68	66
Amillepora06450	chr5	3223173	3230895	-	7723	11	14	31	17	13	18	37	29	25	35	25	38
Amillepora06447	chr5	3184117	3205453	-	21337	194	122	144	227	196	187	158	196	178	182	223	195
Amillepora06453	chr5	3250056	3274171	-	24116	25	13	14	22	29	21	28	24	10	24	32	24
Amillepora06452	chr5	3234054	3239550	-	5497	2	4	1	2	2	1	6	3	1	3	3	3
Amillepora06454	chr5	3279500	3283277	-	3778	5	4	5	7	3	4	2	3	2	2	2	2
Amillepora06448	chr5	3206346	3210636	-	4291	11	6	6	8	7	14	13	4	5	5	3	5
Amillepora06461	chr5	3355850	3359792	+	3943	8	5	6	12	10	10	15	13	10	8	11	19
Amillepora06457	chr5	3304823	3305350	+	528	2	1	0	1	1	0	0	0	0	0	0	0
Amillepora06460	chr5	3347944	3351986	-	4043	15	3	7	9	18	18	11	10	9	15	20	19
Amillepora06456	chr5	3290893	3298443	-	7551	4	1	3	1	2	3	0	1	2	4	4	6
Amillepora06459	chr5	3320798	3345949	-	25152	22	19	14	25	22	32	10	12	9	8	17	16
Amillepora06462	chr5	3362423	3386699	-	24277	36	31	17	41	51	61	18	23	15	20	32	35
Amillepora06458	chr5	3316977	3319714	-	2738	1	0	0	3	1	0	0	0	0	0	1	1
Amillepora06472	chr5	3468995	3469934	+	940	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora06464	chr5	3394926	3396511	-	1586	0	1	0	0	1	2	5	4	1	3	2	5
Amillepora06466	chr5	3398694	3408402	-	9709	4	7	3	2	9	3	1	1	0	0	1	1
Amillepora06467	chr5	3408862	3417585	-	8724	9	14	7	7	5	12	5	8	5	8	9	2
Amillepora06475	chr5	3533398	3534066	-	669	0	0	0	0	0	1	1	0	4	2	0	0
Amillepora06476	chr5	3535138	3549790	-	14653	4	2	5	9	7	18	8	2	5	6	12	7
Amillepora06477	chr5	3555344	3567498	-	12155	4	5	5	7	11	9	10	10	7	10	9	8
Amillepora06471	chr5	3467210	3493409	-	26200	1	4	0	2	4	5	4	6	4	5	4	6
Amillepora06468	chr5	3433529	3462317	-	28789	14	15	6	11	12	14	5	7	6	3	14	2
Amillepora06470	chr5	3463887	3466914	-	3028	0	0	0	0	0	1	0	1	1	0	2	0
Amillepora06474	chr5	3507449	3516041	-	8593	5	3	10	8	11	8	5	7	3	7	2	5
Amillepora06473	chr5	3494000	3507034	-	13035	9	5	13	8	9	18	3	8	5	7	9	7
Amillepora06479	chr5	3577421	3578172	-	752	5	6	5	6	7	9	0	0	0	0	1	5
Amillepora06483	chr5	3610372	3610863	+	492	36	18	21	46	37	24	37	23	25	23	22	28
Amillepora06488	chr5	3672117	3675369	+	3253	8	9	6	22	10	6	8	3	4	6	6	7
Amillepora06480	chr5	3587854	3591369	+	3516	6	4	5	14	6	3	6	13	5	4	8	5
Amillepora06486	chr5	3647041	3670775	+	23735	12	12	13	24	29	15	28	33	27	46	43	48
Amillepora06481	chr5	3591482	3592453	+	972	0	0	1	0	0	0	2	2	0	1	0	2
Amillepora06482	chr5	3605679	3606866	-	1188	0	0	1	1	0	3	0	0	0	0	0	0
Amillepora06484	chr5	3613851	3629444	-	15594	107	87	90	145	126	175	129	121	109	125	113	131
Amillepora06485	chr5	3630123	3643146	-	13024	44	28	22	31	46	49	20	30	37	31	42	25
Amillepora06489	chr5	3681199	3716104	+	34906	123	95	110	150	181	184	77	118	93	129	118	124
Amillepora06491	chr5	3719726	3727930	+	8205	11	10	9	19	17	16	7	4	11	9	11	11
Amillepora06495	chr5	3756589	3765405	-	8817	68	42	49	80	72	88	77	79	54	75	89	73
Amillepora06493	chr5	3729418	3732031	-	2614	11	4	7	15	9	7	8	6	7	13	2	9
Amillepora06494	chr5	3733800	3752662	-	18863	1	1	2	3	2	5	6	5	5	8	5	5
Amillepora06508	chr5	3875000	3881841	+	6842	30	20	23	20	38	53	44	59	69	49	60	64
Amillepora06505	chr5	3852587	3864379	+	11793	36	27	20	45	41	43	61	75	37	70	78	77
Amillepora06503	chr5	3844180	3851668	+	7489	21	30	18	22	43	21	43	59	21	60	59	49
Amillepora06498	chr5	3796002	3803467	+	7466	33	15	31	42	34	39	151	112	52	159	123	120
Amillepora06496	chr5	3768770	3793190	-	24421	101	47	59	106	106	100	69	60	64	80	95	86
Amillepora06510	chr5	3907103	3914381	+	7279	149	98	118	145	146	173	159	173	187	203	220	220
Amillepora06511	chr5	3915868	3926765	+	10898	26	30	33	45	53	55	47	53	74	88	91	75
Amillepora06509	chr5	3882504	3898544	-	16041	35	26	42	35	57	58	22	39	32	31	34	38
Amillepora06512	chr5	3932857	3943703	-	10847	17	9	8	18	33	20	10	9	20	14	20	11
Amillepora06514	chr5	3969028	3981301	-	12274	7	3	0	6	7	10	17	14	8	9	10	12
Amillepora06518	chr5	4063620	4066930	+	3311	37	21	40	40	56	30	0	3	2	1	7	3
Amillepora06517	chr5	4047639	4057528	-	9890	12	8	9	11	9	5	10	7	6	7	13	9
Amillepora06516	chr5	4010373	4021440	-	11068	11	11	7	9	12	18	8	10	10	9	13	5
Amillepora06522	chr5	4148491	4159160	+	10670	5	2	4	5	7	3	2	5	6	3	14	1
Amillepora06523	chr5	4159199	4160155	+	957	4	2	3	8	7	3	6	7	9	11	8	6
Amillepora06521	chr5	4138198	4156387	-	18190	71	58	57	69	58	96	112	88	73	125	98	112
Amillepora06519	chr5	4089109	4106898	-	17790	11	10	9	14	20	10	17	10	25	18	22	16
Amillepora06520	chr5	4118767	4128652	-	9886	18	12	16	30	24	23	17	13	16	22	14	19
Amillepora06524	chr5	4161446	4166089	-	4644	7	4	4	9	6	15	7	6	7	8	10	3
Amillepora06525	chr5	4169478	4172696	-	3219	12	3	14	8	9	10	2	4	0	0	4	4
Amillepora06527	chr5	4173433	4221067	+	47635	153	94	118	151	139	165	65	103	96	94	129	92
Amillepora06535	chr5	4279252	4284436	+	5185	116	73	86	118	125	137	68	108	78	75	102	99
Amillepora06530	chr5	4221978	4238191	+	16214	98	45	56	93	82	91	67	64	48	66	69	83
Amillepora06532	chr5	4239051	4243427	+	4377	25	20	22	31	33	19	14	20	10	15	17	11
Amillepora06534	chr5	4251238	4255000	-	3763	79	53	56	74	77	89	52	54	62	69	68	63
Amillepora06533	chr5	4244778	4251086	-	6309	71	44	60	76	57	75	64	67	47	68	69	72
Amillepora06538	chr5	4323971	4334531	+	10561	174	108	145	178	151	190	179	189	123	172	156	186
Amillepora06541	chr5	4345486	4359982	+	14497	159	101	148	181	144	191	206	257	216	237	246	251
Amillepora06536	chr5	4287191	4289398	+	2208	0	1	2	0	7	4	0	0	0	1	1	0
Amillepora06543	chr5	4360233	4362968	+	2736	3	6	2	5	7	3	6	5	6	2	1	2
Amillepora06537	chr5	4289988	4294160	+	4173	10	14	6	18	19	15	10	15	5	6	12	6
Amillepora06544	chr5	4364022	4371685	-	7664	29	18	29	29	29	34	14	25	19	17	20	22
Amillepora06539	chr5	4334091	4343480	-	9390	104	67	71	101	101	144	85	76	55	98	97	73
Amillepora06545	chr5	4373684	4375753	-	2070	0	0	0	0	1	0	0	0	0	0	0	3
Amillepora06548	chr5	4415897	4417696	+	1800	0	0	0	1	0	0	1	1	1	0	1	0
Amillepora06550	chr5	4459008	4462672	+	3665	1	1	0	2	1	1	2	1	1	3	2	1
Amillepora06547	chr5	4391506	4409562	+	18057	157	78	97	105	114	161	10	28	6	13	12	23
Amillepora06549	chr5	4425388	4439342	+	13955	11	3	6	18	5	12	7	5	7	9	11	13
Amillepora06546	chr5	4390535	4395280	-	4746	29	9	20	29	16	19	12	19	14	21	12	14
Amillepora06552	chr5	4475943	4481444	-	5502	106	80	72	117	140	130	93	90	89	97	109	92
Amillepora06551	chr5	4461829	4469952	-	8124	27	9	12	19	23	28	7	10	4	7	7	12
Amillepora06555	chr5	4486314	4493525	+	7212	103	69	70	64	79	87	75	83	67	63	55	81
Amillepora06559	chr5	4532254	4533159	+	906	7	3	4	9	6	5	3	1	2	1	1	1
Amillepora06564	chr5	4562037	4568523	+	6487	223	139	182	207	187	235	180	210	181	202	151	200
Amillepora06556	chr5	4496391	4503714	+	7324	36	21	24	58	40	46	18	32	18	34	30	52
Amillepora06553	chr5	4481309	4483484	+	2176	11	9	7	6	7	13	7	11	15	14	9	10
Amillepora06558	chr5	4528847	4530360	+	1514	1	1	3	1	2	3	1	3	0	1	0	0
Amillepora06562	chr5	4543563	4544027	-	465	31	24	21	31	15	34	23	28	17	24	32	26
